iter	RMSE
168	0.0007960623284
169	0.0007959640297
170	0.0007957526893
171	0.0007953592532
172	0.0007950325548
173	0.0007949097066
174	0.0007946890354
175	0.0007942888019
176	0.0007941996138
177	0.0007940816083
178	0.0007938403886
179	0.0007933005647
180	0.0007931739619
181	0.0007931038002
182	0.0007928270135
183	0.0007923322295
184	0.0007916419459
185	0.0007913695858
186	0.0007912073975
187	0.0007911013979
188	0.0007906968176
189	0.0007905525177
190	0.000790397606
191	0.0007903115032
192	0.0007901576452
193	0.0007899251429
194	0.0007891535667
195	0.0007890229167
196	0.0007889169948
197	0.0007888069947
198	0.0007886540918
199	0.0007880477741
200	0.0007874934551
201	0.000786940171
202	0.0007867401347
203	0.0007863377926
204	0.000786129137
205	0.0007857512922
206	0.0007855676621
207	0.0007854531986
208	0.0007851291079
209	0.0007849445895
210	0.0007846514717
211	0.000784341663
212	0.0007841794933
213	0.0007836039501
214	0.0007833964517
215	0.0007829757916
216	0.0007824757889
217	0.000781859832
218	0.0007814718827
219	0.0007811326104
220	0.0007807453977
221	0.0007801649139
222	0.0007798931078
223	0.0007793432491
224	0.0007788121394
225	0.0007781693225
226	0.0007776941387
227	0.0007772888258
228	0.0007768010929
229	0.000776515309
230	0.0007763906874
231	0.0007760182957
232	0.0007758897652
233	0.0007756784083
234	0.000775172674
235	0.0007749026842
236	0.0007746775513
237	0.0007740168079
238	0.0007738201739
239	0.0007734879067
240	0.0007728340725
241	0.0007724387003
242	0.0007720131756
243	0.0007714617889
244	0.0007709495711
245	0.0007705054686
246	0.0007702589259
247	0.0007701101199
248	0.0007694730857
249	0.0007691019647
250	0.0007687647938
251	0.0007684455776
252	0.0007679739387
253	0.0007676828337
254	0.0007674105651
255	0.0007670821604
256	0.0007666876909
257	0.0007662519642
258	0.0007659885158
259	0.000765844282
260	0.000765391108
261	0.0007651033079
262	0.0007649433112
263	0.0007647377151
264	0.0007644643552
265	0.0007642312416
266	0.0007639730634
267	0.0007637437051
268	0.0007635167817
269	0.0007630754228
270	0.000762714055
271	0.0007624368586
272	0.0007620635588
273	0.000761764009
274	0.000761516352
275	0.0007613770373
276	0.0007611928418
277	0.0007608974118
278	0.0007606291349
279	0.0007604143797
280	0.0007598427243
281	0.0007597202583
282	0.0007594840852
283	0.0007593410533
284	0.000758976934
285	0.0007588695452
286	0.0007586740171
287	0.0007581837154
288	0.000758015766
289	0.0007577915066
290	0.0007575781085
291	0.0007573515338
292	0.0007570538784
293	0.0007568453708
294	0.0007567302395
295	0.0007561650016
296	0.0007560078392
297	0.0007557506728
298	0.0007553316328
299	0.000755176099
